Object Designation,Year Range,Potential Impacts,Impact Probability (cumulative),Vinfinity (km/s),H (mag),Estimated Diameter (km),Palermo Scale (cum.),Palermo Scale (max.),Torino Scale (max.),Year_Start,Year_End,Impact Energy (MT),Crater Diameter (m)
(2013 NH6),2060-2060,2,8.6e-08,21.74,23.4,0.073,-5.84,-6.13,0.0,2060,2060,,
(2013 RO30),2044-2090,6,9.8e-05,9.26,28.4,0.007,-5.84,-5.96,0.0,2044,2090,,
(2022 LL1),2118-2118,4,2.2e-06,24.3,25.5,0.026,-5.84,-5.99,0.0,2118,2118,,
(2021 RL14),2098-2121,15,4.4e-05,9.68,27.4,0.011,-5.84,-5.95,0.0,2098,2121,,
(2022 QO2),2070-2090,2,1.8e-05,17.93,27.8,0.01,-5.84,-5.86,0.0,2070,2090,,
(2023 VZ),2097-2108,7,1.1e-05,19.68,26.9,0.014,-5.84,-6.17,0.0,2097,2108,,
(2016 CY135),2103-2119,6,1.9e-06,6.74,24.5,0.043,-5.85,-6.29,0.0,2103,2119,,
(2007 UD6),2058-2106,80,8.6e-05,5.99,28.3,0.007,-5.85,-6.45,0.0,2058,2106,,
(2018 LR3),2077-2122,21,1.6e-05,4.17,26.3,0.019,-5.85,-6.03,0.0,2077,2122,,
(2021 VM22),2090-2109,4,3.4e-05,9.11,27.4,0.011,-5.85,-5.87,0.0,2090,2109,,
(2024 WP1),2061-2123,8,5e-05,15.71,28.0,0.008,-5.85,-6.21,0.0,2061,2123,,
(2018 EE9),2067-2115,21,7.5e-06,15.95,26.3,0.019,-5.85,-5.94,0.0,2067,2115,,
(2025 TQ),2086-2107,33,0.00019,9.96,28.9,0.006,-5.85,-6.02,0.0,2086,2107,,
(2019 AW2),2072-2072,1,1.7e-06,13.73,25.3,0.029,-5.86,-5.86,0.0,2072,2072,,
(2005 TM173),2027-2088,6,6.3e-08,9.36,23.9,0.055,-5.87,-5.91,0.0,2027,2088,,
(2020 UX4),2074-2112,8,6.1e-06,7.67,25.8,0.024,-5.87,-5.99,0.0,2074,2112,,
(2022 UT16),2083-2120,4,2.4e-05,7.92,26.9,0.014,-5.87,-5.89,0.0,2083,2120,,
(2016 GK2),2092-2122,19,4.9e-05,9.12,27.8,0.009,-5.87,-6.14,0.0,2092,2122,,
(2019 NO2),2102-2117,5,9.7e-05,8.72,28.3,0.008,-5.87,-5.87,0.0,2102,2117,,
(2007 TL16),2074-2092,15,6.6e-06,11.42,26.2,0.019,-5.87,-6.14,0.0,2074,2092,,
(2018 BD),2032-2097,10,6.9e-05,8.89,30.1,0.003,-5.87,-5.87,0.0,2032,2097,,
(2017 WL15),2058-2114,13,2.7e-06,18.01,25.8,0.023,-5.88,-6.37,0.0,2058,2114,,
(2020 WD),2055-2120,15,0.0001,5.69,28.2,0.008,-5.88,-6.12,0.0,2055,2120,,
(2014 OM207),2089-2108,5,0.00024,8.2,29.1,0.005,-5.88,-5.89,0.0,2089,2108,,
(2023 KZ2),2115-2123,3,1e-05,10.91,26.2,0.019,-5.88,-5.88,0.0,2115,2123,,
(2009 TU),2086-2120,13,1.9e-05,15.15,27.4,0.011,-5.89,-6.44,0.0,2086,2120,,
(2015 ET),2076-2120,14,1.1e-05,11.67,26.7,0.016,-5.89,-6.35,0.0,2076,2120,,
(2012 BU1),2069-2121,34,4.8e-05,8.96,27.7,0.01,-5.89,-6.37,0.0,2069,2121,,
(2017 RC),2084-2124,58,6.6e-05,9.85,27.9,0.009,-5.89,-6.43,0.0,2084,2124,,
(2024 GO),2073-2084,4,2.3e-06,29.76,26.5,0.017,-5.89,-5.92,0.0,2073,2084,,
(2025 FR),2115-2122,6,2.5e-06,15.13,25.3,0.03,-5.89,-5.98,0.0,2115,2122,,
(2021 XY3),2067-2074,4,5.7e-06,16.9,26.7,0.016,-5.9,-6.06,0.0,2067,2074,,
(2022 CS),2072-2075,3,2.8e-06,14.47,25.9,0.022,-5.91,-6.0,0.0,2072,2075,,
(2013 GA55),2070-2122,37,4.8e-05,9.34,27.7,0.01,-5.91,-6.08,0.0,2070,2122,,
(2020 UK2),2082-2121,13,2.1e-05,7.61,26.9,0.014,-5.91,-6.3,0.0,2082,2121,,
(2020 YB1),2073-2120,36,1.2e-05,11.79,26.8,0.015,-5.91,-6.26,0.0,2073,2120,,
(2022 BT),2080-2122,302,0.00056,3.81,29.8,0.004,-5.91,-6.19,0.0,2080,2122,,
(2023 GM1),2085-2124,33,3.7e-05,6.33,27.3,0.012,-5.91,-6.58,0.0,2085,2124,,
(2014 FX32),2076-2108,2,1.6e-06,9.05,25.1,0.033,-5.92,-5.92,0.0,2076,2108,,
(2018 RB2),2089-2119,57,2.8e-05,9.06,27.3,0.012,-5.92,-6.22,0.0,2089,2119,,
(2022 TW2),2070-2122,176,0.00014,3.99,28.5,0.007,-5.92,-6.54,0.0,2070,2122,,
(2023 HM4),2118-2118,1,7.8e-05,1.17,27.7,0.01,-5.92,-5.92,0.0,2118,2118,,
(2023 RO1),2070-2123,24,5.2e-06,12.77,26.0,0.021,-5.92,-6.29,0.0,2070,2123,,
(2023 TM3),2082-2121,30,1.6e-05,11.28,26.9,0.014,-5.92,-6.42,0.0,2082,2121,,
(2007 EO88),2073-2111,22,8.7e-06,10.95,26.4,0.018,-5.93,-6.46,0.0,2073,2111,,
(2015 MN11),2081-2105,3,4.2e-07,21.07,24.5,0.042,-5.93,-5.94,0.0,2081,2105,,
(2019 SC),2051-2051,1,6.1e-06,14.26,27.2,0.012,-5.93,-5.93,0.0,2051,2051,,
(2018 RH3),2108-2108,1,8.4e-06,8.32,26.1,0.02,-5.94,-5.94,0.0,2108,2108,,
(2020 FZ2),2110-2122,10,1.2e-06,22.32,25.1,0.032,-5.94,-6.2,0.0,2110,2122,,
(2022 DT4),2099-2118,6,9.3e-06,7.31,26.2,0.019,-5.94,-6.0,0.0,2099,2118,,
(2016 JB29),2090-2117,3,1.5e-06,8.57,24.7,0.039,-5.94,-6.01,0.0,2090,2117,,
(2023 JV),2109-2121,2,1.1e-06,14.35,24.6,0.041,-5.94,-6.06,0.0,2109,2121,,
(2023 SL5),2058-2119,32,4.7e-05,13.31,28.7,0.006,-5.95,-6.34,0.0,2058,2119,,
(2025 FC22),2069-2077,4,8e-06,20.36,27.3,0.012,-5.95,-6.24,0.0,2069,2077,,
(2021 AX6),2062-2120,11,9.9e-06,7.13,26.9,0.014,-5.96,-6.0,0.0,2062,2120,,
(2022 AP1),2059-2107,16,5.1e-05,10.48,28.4,0.007,-5.96,-6.09,0.0,2059,2107,,
(2019 RT3),2080-2118,11,2.5e-06,7.62,25.2,0.031,-5.96,-6.22,0.0,2080,2118,,
(2010 UC7),2104-2118,11,1.3e-06,13.4,24.7,0.039,-5.96,-6.51,0.0,2104,2118,,
(2009 HS44),2111-2111,1,6.7e-06,18.29,26.6,0.017,-5.97,-5.97,0.0,2111,2111,,
(2014 AD16),2087-2121,5,2.5e-05,8.33,27.4,0.011,-5.97,-5.97,0.0,2087,2121,,
(2021 EO),2089-2122,10,3e-06,7.45,25.1,0.032,-5.97,-6.52,0.0,2089,2122,,
(2023 NG1),2117-2124,5,1.5e-05,3.67,26.3,0.018,-5.97,-6.03,0.0,2117,2124,,
(2013 BR27),2067-2112,61,2.9e-05,10.95,27.7,0.01,-5.97,-6.38,0.0,2067,2112,,
(2025 FK3),2114-2122,7,0.0001,20.36,29.1,0.005,-5.97,-6.26,0.0,2114,2122,,
(2024 AH3),2053-2123,22,2.9e-06,10.42,25.6,0.025,-5.97,-6.59,0.0,2053,2123,,
(2024 FB),2058-2123,19,5.2e-06,9.01,25.8,0.023,-5.97,-6.51,0.0,2058,2123,,
(2024 VP4),2072-2124,94,0.00018,3.38,28.6,0.006,-5.97,-6.17,0.0,2072,2124,,
(2021 RM10),2057-2104,8,1.8e-06,11.06,25.4,0.029,-5.98,-6.3,0.0,2057,2104,,
(2017 UA45),2099-2121,11,8.7e-06,5.42,25.9,0.022,-5.98,-6.15,0.0,2099,2121,,
(2015 KE319),2046-2092,3,3.5e-06,12.47,26.6,0.016,-5.98,-6.11,0.0,2046,2092,,
(2022 HB2),2079-2123,12,2.1e-05,7.97,27.3,0.012,-5.98,-6.18,0.0,2079,2123,,
(2024 BJ3),2077-2105,12,2.8e-06,17.53,26.0,0.021,-5.98,-6.52,0.0,2077,2105,,
(2025 DW),2081-2125,29,0.0015,7.49,30.8,0.002,-5.98,-6.17,0.0,2081,2125,,
(2011 WN69),2086-2109,6,3.1e-06,23.08,26.2,0.02,-5.99,-6.24,0.0,2086,2109,,
(2023 FU6),2078-2119,16,1.6e-05,9.82,27.0,0.014,-5.99,-6.3,0.0,2078,2119,,
(2023 NQ1),2120-2120,1,1.2e-07,23.3,23.1,0.081,-5.99,-5.99,0.0,2120,2120,,
(2016 EM156),2108-2116,6,5.9e-05,8.81,27.9,0.009,-6.0,-6.02,0.0,2108,2116,,
(2019 BU1),2056-2063,4,2.2e-06,14.35,26.2,0.02,-6.0,-6.04,0.0,2056,2063,,
(2021 NL8),2073-2120,21,7.9e-06,9.9,26.4,0.018,-6.0,-6.3,0.0,2073,2120,,
(2022 YY5),2070-2070,1,6.8e-07,23.66,25.4,0.028,-6.0,-6.0,0.0,2070,2070,,
(2012 XM16),2074-2118,12,2.8e-06,12.68,25.8,0.024,-6.0,-6.09,0.0,2074,2118,,
(2022 GA2),2049-2116,124,0.00014,7.88,29.4,0.004,-6.01,-6.5,0.0,2049,2116,,
(2007 US51),2079-2120,22,1.5e-05,15.25,27.2,0.012,-6.01,-6.42,0.0,2079,2120,,
(2008 XU2),2039-2039,1,6.3e-07,9.93,25.6,0.026,-6.01,-6.01,0.0,2039,2039,,
(2019 BZ),2077-2122,37,3e-05,8.62,27.7,0.01,-6.01,-6.24,0.0,2077,2122,,
(2023 SS4),2117-2120,2,1.8e-05,12.3,27.1,0.013,-6.01,-6.23,0.0,2117,2120,,
(2024 CZ3),2080-2123,3,1.3e-06,8.72,24.9,0.035,-6.01,-6.02,0.0,2080,2123,,
(2016 LP10),2033-2119,36,9.6e-05,15.55,29.5,0.004,-6.02,-6.43,0.0,2033,2119,,
(2021 CN5),2109-2122,52,2.8e-05,16.04,27.8,0.009,-6.02,-6.31,0.0,2109,2122,,
(2024 HQ),2068-2107,79,0.0002,7.3,29.4,0.004,-6.02,-6.23,0.0,2068,2107,,
(2012 BA102),2103-2122,20,1.2e-05,7.21,26.5,0.017,-6.03,-6.28,0.0,2103,2122,,
(2025 CJ3),2119-2119,1,6.4e-06,8.44,25.9,0.022,-6.03,-6.03,0.0,2119,2119,,
(2022 KM6),2065-2115,11,1.6e-06,20.45,26.1,0.02,-6.03,-6.25,0.0,2065,2115,,
(2020 RJ2),2067-2122,47,0.00027,3.55,29.2,0.005,-6.03,-6.44,0.0,2067,2122,,
(2020 FD),2027-2106,18,3.8e-06,15.41,27.6,0.01,-6.04,-6.62,0.0,2027,2106,,
(2007 YS56),2104-2115,4,4.9e-06,9.14,25.8,0.023,-6.04,-6.32,0.0,2104,2115,,
(2019 AH3),2060-2067,3,1.1e-05,18.03,28.0,0.009,-6.04,-6.07,0.0,2060,2067,,
(2020 TO2),2119-2121,4,8.9e-06,12.56,26.5,0.017,-6.04,-6.31,0.0,2119,2121,,
(2024 CD),2093-2093,1,2.6e-06,9.48,25.5,0.027,-6.04,-6.04,0.0,2093,2093,,
(2019 VH),2065-2118,30,2.1e-05,8.22,27.7,0.01,-6.04,-6.11,0.0,2065,2118,,
(2022 WN3),2082-2096,6,4.2e-06,19.52,26.7,0.016,-6.04,-6.11,0.0,2082,2096,,
(2024 RG7),2102-2116,3,9.4e-07,10.97,24.6,0.041,-6.04,-6.3,0.0,2102,2116,,
(2017 YV8),2078-2119,26,2.5e-05,7.52,27.3,0.012,-6.05,-6.27,0.0,2078,2119,,
(2010 NN),2060-2121,37,5.8e-05,7.73,28.4,0.007,-6.05,-6.41,0.0,2060,2121,,
(2023 GX),2104-2122,10,1.5e-05,6.79,26.7,0.016,-6.05,-6.52,0.0,2104,2122,,
(2025 CY2),2064-2124,83,7.3e-05,3.21,28.2,0.008,-6.05,-6.94,0.0,2064,2124,,
(2025 GW),2078-2121,6,1.6e-05,8.18,27.1,0.013,-6.05,-6.07,0.0,2078,2121,,
(2018 SD2),2065-2120,91,8.4e-05,2.85,28.4,0.007,-6.06,-6.57,0.0,2065,2120,,
(2010 CS19),2104-2116,8,5.4e-05,6.82,28.0,0.009,-6.06,-6.11,0.0,2104,2116,,
(2014 WA),2049-2049,1,1.8e-05,9.55,28.2,0.008,-6.06,-6.06,0.0,2049,2049,,
(2023 JK),2096-2096,2,1.2e-06,9.87,24.8,0.037,-6.06,-6.16,0.0,2096,2096,,
(2024 UN8),2069-2107,5,1.4e-05,4.92,27.2,0.012,-6.06,-6.07,0.0,2069,2107,,
(2022 WO6),2071-2122,59,0.00013,7.29,29.0,0.005,-6.07,-6.61,0.0,2071,2122,,
(2022 DO3),2060-2116,11,8.7e-06,14.85,26.9,0.014,-6.07,-6.62,0.0,2060,2116,,
(2015 TL21),2061-2103,9,3.5e-06,15.24,26.4,0.018,-6.07,-6.52,0.0,2061,2103,,
(2018 TB),2103-2103,1,1.3e-06,8.98,24.8,0.037,-6.08,-6.08,0.0,2103,2103,,
(2005 TA),2082-2121,80,2.7e-05,4.81,27.2,0.012,-6.08,-6.69,0.0,2082,2121,,
(2017 QM33),2084-2103,9,1.4e-05,17.62,27.7,0.01,-6.08,-6.12,0.0,2084,2103,,
(2013 HT14),2043-2109,5,1.8e-06,20.53,26.3,0.019,-6.08,-6.25,0.0,2043,2109,,
(2016 EP84),2084-2122,19,2.9e-05,2.33,27.4,0.011,-6.08,-6.24,0.0,2084,2122,,
(2021 UX1),2034-2121,103,9.6e-05,3.33,29.3,0.005,-6.08,-6.5,0.0,2034,2121,,
(2008 YV32),2077-2122,26,6.4e-06,8.8,26.4,0.018,-6.09,-6.58,0.0,2077,2122,,
(2019 DX),2051-2119,23,1e-05,12.39,27.0,0.013,-6.09,-6.34,0.0,2051,2119,,
(2016 TQ18),2086-2110,3,6.8e-06,9.59,26.3,0.019,-6.09,-6.11,0.0,2086,2110,,
(2017 FW90),2101-2119,7,7.9e-05,4.16,28.1,0.008,-6.09,-6.38,0.0,2101,2119,,
(1997 TC25),2047-2112,10,6.1e-07,9.07,24.7,0.039,-6.09,-6.54,0.0,2047,2112,,
(2023 VR),2115-2123,5,3.4e-05,11.59,27.7,0.01,-6.09,-6.11,0.0,2115,2123,,
(2015 BE511),2057-2111,9,5.1e-05,9.86,28.7,0.006,-6.1,-6.24,0.0,2057,2111,,
(2008 DA4),2091-2100,3,3.7e-07,11.16,23.9,0.056,-6.1,-6.36,0.0,2091,2100,,
(2021 CC7),2100-2118,13,0.00036,3.99,29.7,0.004,-6.1,-6.11,0.0,2100,2118,,
(2009 TM8),2079-2121,264,8.3e-05,7.96,28.6,0.007,-6.11,-7.51,0.0,2079,2121,,
(2023 HZ5),2069-2113,6,3.5e-05,6.26,27.9,0.009,-6.11,-6.13,0.0,2069,2113,,
(2008 KN11),2046-2046,1,4.2e-08,13.83,23.3,0.075,-6.11,-6.11,0.0,2046,2046,,
(2017 UP43),2110-2121,9,7.9e-06,7.91,26.4,0.018,-6.12,-6.49,0.0,2110,2121,,
(2008 VM),2031-2031,1,3.6e-05,10.28,30.2,0.003,-6.12,-6.12,0.0,2031,2031,,
(2019 CJ4),2075-2121,21,2.3e-06,10.94,25.4,0.028,-6.12,-6.59,0.0,2075,2121,,
(2018 LB),2075-2119,21,5e-06,7.43,26.0,0.021,-6.12,-6.77,0.0,2075,2119,,
(2019 UL),2082-2121,41,0.00011,4.25,28.7,0.006,-6.12,-6.34,0.0,2082,2121,,
(2023 UV),2098-2098,1,7.8e-08,34.55,23.7,0.061,-6.12,-6.12,0.0,2098,2098,,
(2024 SO4),2111-2120,5,6.8e-06,10.51,26.4,0.018,-6.12,-6.33,0.0,2111,2120,,
(2024 YH7),2069-2069,1,2.6e-07,26.74,24.9,0.035,-6.12,-6.12,0.0,2069,2069,,
(2018 WH),2053-2121,360,0.00029,7.5,29.9,0.004,-6.13,-7.11,0.0,2053,2121,,
(2023 TM15),2076-2113,11,5.8e-06,16.58,26.8,0.015,-6.13,-6.49,0.0,2076,2113,,
(2015 DQ224),2045-2054,15,4e-05,13.7,29.4,0.004,-6.14,-6.59,0.0,2045,2054,,
(2015 UR67),2091-2103,3,4.2e-06,11.63,26.3,0.019,-6.14,-6.15,0.0,2091,2103,,
(2022 YJ5),2099-2122,14,5.4e-06,18.24,26.8,0.015,-6.14,-6.25,0.0,2099,2122,,
(2015 DD54),2113-2116,2,3.1e-06,6.72,25.4,0.028,-6.14,-6.14,0.0,2113,2116,,
(2021 YK),2099-2122,6,2.3e-05,6.76,27.4,0.011,-6.14,-6.15,0.0,2099,2122,,
(2021 NF90),2070-2070,2,0.00021,14.43,30.4,0.003,-6.14,-6.23,0.0,2070,2070,,
(2021 DG),2044-2072,9,0.00017,12.9,30.2,0.003,-6.15,-6.34,0.0,2044,2072,,
(2004 RU109),2034-2053,7,1.2e-06,12.93,26.5,0.017,-6.15,-6.46,0.0,2034,2053,,
(2016 LG10),2108-2120,5,2.6e-06,8.69,25.5,0.027,-6.15,-6.52,0.0,2108,2120,,
(2012 KP24),2032-2032,1,4.7e-07,12.74,26.4,0.017,-6.15,-6.15,0.0,2032,2032,,
(2021 EF3),2108-2122,16,0.00026,3.4,29.3,0.005,-6.15,-6.67,0.0,2108,2122,,
(2024 UN2),2086-2122,14,4.1e-06,10.25,26.2,0.02,-6.15,-6.45,0.0,2086,2122,,
(2011 TO),2064-2064,1,2.9e-06,8.55,26.3,0.018,-6.16,-6.16,0.0,2064,2064,,
(2022 CA1),2055-2122,17,2.3e-05,3.78,27.3,0.012,-6.16,-6.54,0.0,2055,2122,,
(2007 DC),2048-2120,82,1.3e-05,6.74,27.5,0.011,-6.16,-6.91,0.0,2048,2120,,
(2022 UG6),2059-2119,12,1.1e-05,14.46,27.9,0.009,-6.16,-6.19,0.0,2059,2119,,
(2022 VQ1),2111-2121,5,3.6e-06,10.44,25.9,0.023,-6.16,-6.23,0.0,2111,2121,,
(2015 SG),2104-2105,2,7.1e-06,7.9,26.4,0.018,-6.16,-6.16,0.0,2104,2105,,
(2015 XR169),2049-2122,360,7.1e-05,9.53,28.8,0.006,-6.16,-7.07,0.0,2049,2122,,
(2021 VZ22),2072-2121,29,5.6e-05,9.38,28.3,0.007,-6.16,-6.44,0.0,2072,2121,,
(2017 YE8),2113-2118,8,2e-06,14.22,25.5,0.027,-6.16,-6.29,0.0,2113,2118,,
(2008 LD),2054-2122,142,0.00012,4.13,28.9,0.006,-6.17,-6.97,0.0,2054,2122,,
(2009 WQ25),2094-2106,2,2.4e-07,16.89,24.0,0.053,-6.17,-6.25,0.0,2094,2106,,
(2020 BB5),2092-2121,16,0.00025,8.82,29.7,0.004,-6.17,-6.19,0.0,2092,2121,,
(2016 JA6),2081-2118,15,4.9e-06,11.34,26.4,0.018,-6.18,-6.45,0.0,2081,2118,,
(2020 TF6),2056-2076,6,8.9e-06,12.54,27.6,0.01,-6.18,-6.47,0.0,2056,2076,,
(2007 PR25),2118-2118,1,1.3e-08,29.41,21.9,0.14,-6.18,-6.18,0.0,2118,2118,,
(2017 TW5),2064-2121,16,5.5e-06,15.27,27.0,0.013,-6.18,-6.28,0.0,2064,2121,,
(2024 QL1),2104-2120,9,3.4e-05,4.22,27.5,0.011,-6.18,-6.48,0.0,2104,2120,,
(2025 TA),2089-2121,6,7.2e-06,8.3,26.4,0.018,-6.18,-6.3,0.0,2089,2121,,
(2022 AU),2084-2118,74,0.00012,7.11,29.1,0.005,-6.19,-6.42,0.0,2084,2118,,
(2015 HR182),2072-2087,2,6.1e-09,18.72,21.0,0.21,-6.19,-6.27,0.0,2072,2087,,
(2002 UV36),2087-2087,1,6.8e-06,8.06,26.7,0.016,-6.19,-6.19,0.0,2087,2087,,
(2025 SH6),2094-2125,29,0.00013,1.74,28.8,0.006,-6.19,-6.4,0.0,2094,2125,,
(2006 SR131),2045-2120,84,2.7e-05,8.46,28.0,0.009,-6.19,-6.83,0.0,2045,2120,,
(2025 QY16),2075-2106,4,2.6e-06,9.05,25.6,0.025,-6.19,-6.24,0.0,2075,2106,,
(2012 CL17),2096-2115,16,1.2e-06,21.49,25.7,0.024,-6.2,-6.68,0.0,2096,2115,,
(2020 OM6),2106-2106,1,1.6e-06,5.05,25.0,0.034,-6.2,-6.2,0.0,2106,2106,,
(2021 UK20),2028-2121,78,2.8e-05,7.99,28.7,0.006,-6.2,-6.48,0.0,2028,2121,,
(2003 WT153),2042-2121,133,3.1e-05,4.34,28.1,0.008,-6.2,-6.87,0.0,2042,2121,,
(2025 HT6),2116-2124,3,2.7e-07,7.81,23.4,0.07,-6.2,-6.26,0.0,2116,2124,,
(2024 EJ2),2078-2119,9,2.8e-06,14.75,26.4,0.018,-6.2,-6.22,0.0,2078,2119,,
(2019 MT2),2079-2121,13,5e-06,11.36,26.4,0.018,-6.21,-6.63,0.0,2079,2121,,
(2021 LL15),2050-2107,11,3.1e-06,10.17,26.4,0.018,-6.21,-6.44,0.0,2050,2107,,
(2021 RS100),2035-2087,20,1.3e-05,20.02,28.8,0.006,-6.21,-6.55,0.0,2035,2087,,
(2025 FM10),2042-2042,1,4.8e-07,15.96,26.0,0.021,-6.21,-6.21,0.0,2042,2042,,
(2020 PC),2069-2122,72,3.7e-05,1.45,28.0,0.009,-6.22,-6.65,0.0,2069,2122,,
(2004 XB45),2035-2085,4,4.5e-07,17.01,26.3,0.019,-6.22,-6.25,0.0,2035,2085,,
(2021 VT4),2058-2108,3,2.6e-06,19.89,27.1,0.013,-6.22,-6.26,0.0,2058,2108,,
(2022 KF6),2068-2107,3,2.1e-06,10.02,25.8,0.023,-6.22,-6.48,0.0,2068,2107,,
(2022 SL28),2079-2122,50,1.6e-05,13.1,27.5,0.011,-6.22,-6.65,0.0,2079,2122,,
(2023 VF4),2118-2122,4,2.9e-06,12.23,25.8,0.023,-6.22,-6.29,0.0,2118,2122,,
(2007 TX22),2040-2079,17,2.6e-05,8.87,28.4,0.007,-6.23,-6.94,0.0,2040,2079,,
(2018 VT5),2086-2120,63,5.3e-05,9.55,28.4,0.007,-6.23,-6.76,0.0,2086,2120,,
(2023 VA7),2065-2121,29,1.1e-05,6.94,27.1,0.013,-6.23,-6.79,0.0,2065,2121,,
(2024 UB1),2095-2124,40,6.6e-05,7.86,28.5,0.007,-6.23,-6.87,0.0,2095,2124,,
(2013 TX68),2027-2108,5,5.2e-08,14.31,25.3,0.03,-6.24,-6.27,0.0,2027,2108,,
(2008 UA202),2046-2122,657,0.00015,2.3,29.4,0.004,-6.24,-7.18,0.0,2046,2122,,
(2014 HN2),2095-2121,5,8.5e-06,2.57,26.3,0.018,-6.24,-6.25,0.0,2095,2121,,
(2017 SU17),2055-2119,59,3e-05,8.32,28.0,0.008,-6.24,-6.76,0.0,2055,2119,,
(2020 CQ),2051-2112,5,4e-06,15.25,27.0,0.013,-6.24,-6.42,0.0,2051,2112,,
(2007 EH26),2097-2118,6,2.5e-07,20.01,24.2,0.048,-6.25,-6.5,0.0,2097,2118,,
(2014 CE),2108-2120,9,9.2e-06,13.04,27.0,0.013,-6.25,-6.39,0.0,2108,2120,,
(2020 YK3),2064-2116,9,8.9e-06,4.07,27.1,0.013,-6.25,-6.39,0.0,2064,2116,,
(2021 CU1),2059-2122,43,5.7e-05,8.34,28.6,0.006,-6.25,-6.56,0.0,2059,2122,,
(2021 CJ3),2062-2081,6,8.6e-06,11.37,27.5,0.011,-6.25,-6.41,0.0,2062,2081,,
(2021 US1),2087-2121,11,3e-05,2.87,27.7,0.01,-6.25,-6.5,0.0,2087,2121,,
(2022 SK2),2079-2082,3,1.6e-06,22.92,26.5,0.017,-6.25,-6.27,0.0,2079,2082,,
(2021 DA2),2064-2122,76,9.7e-05,6.92,29.2,0.005,-6.26,-6.84,0.0,2064,2122,,
(2019 ED1),2070-2103,8,1.3e-05,9.42,27.5,0.011,-6.26,-6.74,0.0,2070,2103,,
(2022 YM1),2091-2122,36,0.00014,2.65,29.0,0.005,-6.26,-6.83,0.0,2091,2122,,
(2020 QF1),2102-2122,4,4.3e-05,12.41,28.6,0.006,-6.26,-6.26,0.0,2102,2122,,
(2024 YT7),2085-2085,1,4.9e-08,11.67,22.6,0.1,-6.26,-6.26,0.0,2085,2085,,
(2023 TU15),2050-2122,77,7.8e-05,11.89,29.2,0.005,-6.26,-7.03,0.0,2050,2122,,
(2014 SR261),2058-2117,15,3e-06,15.25,26.8,0.015,-6.27,-6.48,0.0,2058,2117,,
(2025 BS4),2056-2113,9,1.7e-05,15.82,28.5,0.007,-6.27,-6.34,0.0,2056,2113,,
(2018 DZ3),2068-2113,3,4.6e-06,10.05,26.4,0.018,-6.27,-6.34,0.0,2068,2113,,
(2021 PK4),2060-2076,11,1.5e-05,12.0,28.1,0.008,-6.27,-6.34,0.0,2060,2076,,
(2021 UN),2050-2089,13,2.4e-05,13.05,28.8,0.006,-6.27,-6.47,0.0,2050,2089,,
(2022 TF48),2058-2123,151,1.8e-05,14.24,27.9,0.009,-6.27,-6.63,0.0,2058,2123,,
(2024 WU24),2081-2086,3,1.3e-05,10.06,27.6,0.01,-6.27,-6.27,0.0,2081,2086,,
(2010 TD),2072-2091,7,2.6e-06,18.85,26.9,0.014,-6.28,-6.59,0.0,2072,2091,,
(2020 CF2),2108-2122,11,2.7e-05,3.17,27.6,0.01,-6.28,-6.5,0.0,2108,2122,,
(2011 BU59),2089-2122,20,3.3e-06,11.32,26.1,0.02,-6.28,-6.61,0.0,2089,2122,,
(2019 AB),2073-2122,9,3.7e-06,9.91,26.2,0.019,-6.28,-6.37,0.0,2073,2122,,
(2022 CE5),2103-2116,5,3.3e-08,35.57,23.2,0.078,-6.28,-6.5,0.0,2103,2116,,
(2017 DG16),2077-2115,27,0.00012,6.48,29.4,0.004,-6.28,-6.33,0.0,2077,2115,,
(2020 BH),2104-2122,13,5.3e-05,3.07,28.3,0.008,-6.29,-6.55,0.0,2104,2122,,
(2021 PA211),2089-2104,4,0.00017,8.0,29.8,0.004,-6.29,-6.29,0.0,2089,2104,,
(2009 FP32),2073-2122,32,1.3e-05,15.06,27.8,0.01,-6.29,-6.99,0.0,2073,2122,,
(2023 TD32),2049-2067,8,5.2e-07,14.37,25.6,0.026,-6.29,-6.61,0.0,2049,2067,,
(2018 EB4),2099-2103,2,1.1e-06,13.09,25.4,0.028,-6.3,-6.31,0.0,2099,2103,,
(2019 UE4),2064-2123,28,1.4e-05,11.58,27.7,0.01,-6.3,-6.68,0.0,2064,2123,,
(2011 UC64),2084-2121,41,1.8e-05,14.05,27.9,0.009,-6.3,-6.97,0.0,2084,2121,,
(2025 NA),2095-2124,13,1.3e-05,12.01,27.6,0.01,-6.3,-6.43,0.0,2095,2124,,
(2025 EM),2069-2125,116,3.5e-05,2.32,28.1,0.008,-6.31,-6.89,0.0,2069,2125,,
(2019 KL),2047-2085,10,1.2e-06,14.21,26.4,0.017,-6.31,-6.56,0.0,2047,2085,,
(2004 BN41),2086-2122,9,2.4e-06,7.78,25.8,0.024,-6.31,-6.66,0.0,2086,2122,,
(2010 VO139),2032-2114,86,1e-06,20.87,26.5,0.017,-6.31,-7.09,0.0,2032,2114,,
(2016 WY),2091-2121,38,0.00013,3.24,29.2,0.005,-6.31,-6.51,0.0,2091,2121,,
(2021 CZ7),2040-2117,5,2e-05,9.07,28.4,0.007,-6.31,-6.48,0.0,2040,2117,,
(2024 UV7),2093-2124,141,9.9e-05,11.16,29.3,0.005,-6.31,-6.97,0.0,2093,2124,,
